source,target,code,match
https://search.cesipagano.com/i/laguna-hills-listings-500000-1000000,https://www.cesipagano.com/listing-report/Laguna-Hills-Listings-500-000-1-000-000/2996903,301,url
https://search.cesipagano.com/i/laguna-hills-listings-over-2000000,https://www.cesipagano.com/listing-report/Laguna-Hills-Listings-over-2-000-000/2996904,301,url
https://search.cesipagano.com/i/laguna-hills-listings-under-500000,https://www.cesipagano.com/listing-report/Laguna-Hills-Listings-under-500-000/2996905,301,url
https://search.cesipagano.com/i/laguna-hills-short-sales-and-foreclosures-for-sale,https://www.cesipagano.com/listing-report/Laguna-Hills-Short-Sales-and-Foreclosures-for-Sale/2996906,301,url
https://search.cesipagano.com/i/laguna-niguel-active-condos-and-townhomes-for-sale,https://www.cesipagano.com/listing-report/Laguna-Niguel-Active-Condos-and-Townhomes-for-Sale/2996907,301,url
https://search.cesipagano.com/i/laguna-niguel-coming-soon,https://www.cesipagano.com/listing-report/Laguna-Niguel-Coming-Soon/2996908,301,url
https://search.cesipagano.com/i/laguna-niguel-foreclosures,https://www.cesipagano.com/listing-report/Laguna-Niguel-Foreclosures/2996909,301,url
https://search.cesipagano.com/i/laguna-niguel-homes-1000000-1500000,https://www.cesipagano.com/listing-report/Laguna-Niguel-Homes-1-000-000-1-500-000/2996912,301,url
https://search.cesipagano.com/i/laguna-niguel-homes-for-sale,https://www.cesipagano.com/listing-report/Laguna-Niguel-Homes-for-Sale/2996913,301,url
https://search.cesipagano.com/i/laguna-niguel-listings-0-500000,https://www.cesipagano.com/listing-report/Laguna-Niguel-Listings-0-500-000/2996916,301,url
https://search.cesipagano.com/i/laguna-niguel-listings-1500000-,https://www.cesipagano.com/listing-report/Laguna-Niguel-Listings-1-500-000/2996917,301,url
https://search.cesipagano.com/i/laguna-niguel-listings-500000-750000,https://www.cesipagano.com/listing-report/Laguna-Niguel-Listings-500-000-750-000/2996918,301,url
https://search.cesipagano.com/i/laguna-niguel-listings-750000-1000000,https://www.cesipagano.com/listing-report/Laguna-Niguel-Listings-750-000-1-000-000/2996920,301,url
https://search.cesipagano.com/i/lake-forest-condos,https://www.cesipagano.com/listing-report/Lake-Forest-Condos/2996921,301,url
https://search.cesipagano.com/i/lake-forest-foreclosures,https://www.cesipagano.com/listing-report/Lake-Forest-Foreclosures/2996923,301,url
https://search.cesipagano.com/i/lake-forest-homes,https://www.cesipagano.com/listing-report/Lake-Forest-Homes/2996925,301,url
https://search.cesipagano.com/i/lake-forest-homes-1000000-to-1500000,https://www.cesipagano.com/listing-report/Lake-Forest-Homes-1000000-to-1500000/2996926,301,url
https://search.cesipagano.com/i/lake-forest-homes-500000-to-750000,https://www.cesipagano.com/listing-report/Lake-Forest-Homes-500000-to-750000/2996935,301,url
https://search.cesipagano.com/i/lake-forest-homes-750000-to-1000000,https://www.cesipagano.com/listing-report/Lake-Forest-Homes-750000-to-1000000/2996938,301,url
https://search.cesipagano.com/i/lake-forest-homes-over-1500000,https://www.cesipagano.com/listing-report/Lake-Forest-Homes-over-1500000/2996942,301,url
https://search.cesipagano.com/i/lake-forest-homes-under-500000,https://www.cesipagano.com/listing-report/Lake-Forest-Homes-under-500000/2996944,301,url
https://search.cesipagano.com/i/mission-vejo-test,https://www.cesipagano.com/listing-report/mission-Vejo-test/2996945,301,url
https://search.cesipagano.com/i/mission-viejo-active-listings,https://www.cesipagano.com/listing-report/Mission-Viejo-Active-Listings/2996952,301,url
https://search.cesipagano.com/i/mission-viejo-condos-and-townhomes-for-sale,https://www.cesipagano.com/listing-report/Mission-Viejo-Condos-and-Townhomes-for-Sale/2996946,301,url
https://search.cesipagano.com/i/mission-viejo-homes-1000000-1500000,https://www.cesipagano.com/listing-report/Mission-Viejo-Homes-1-000-000-1-500-000/2996947,301,url
https://search.cesipagano.com/i/mission-viejo-homes-for-sale-500000-750000,https://www.cesipagano.com/listing-report/Mission-Viejo-Homes-for-Sale-500-000-750-000/2996948,301,url
https://search.cesipagano.com/i/mission-viejo-homes-for-sale-up-to-500000,https://www.cesipagano.com/listing-report/Mission-Viejo-Homes-for-Sale-up-to-500-000/2996950,301,url
https://search.cesipagano.com/i/mission-viejo-listings-1500000-,https://www.cesipagano.com/listing-report/Mission-Viejo-Listings-1-500-000/2996958,301,url
https://search.cesipagano.com/i/mission-viejo-listings-750000-1000000,https://www.cesipagano.com/listing-report/Mission-Viejo-Listings-750-000-1-000-000/2996960,301,url
https://search.cesipagano.com/i/mission-viejo-short-sale-and-reo-listings,https://www.cesipagano.com/listing-report/Mission-Viejo-Short-Sale-and-REO-Listings/2996961,301,url
https://search.cesipagano.com/i/monarch-bay-terrace,https://www.cesipagano.com/listing-report/Monarch-Bay-Terrace/2996964,301,url
https://search.cesipagano.com/i/nellie-gail-by-map,https://www.cesipagano.com/listing-report/Nellie-Gail-by-Map/2996967,301,url
https://search.cesipagano.com/i/newport-beach-active-condos-and-townhomes-for-sale,https://www.cesipagano.com/listing-report/Newport-Beach-Active-Condos-and-Townhomes-for-Sale/2996968,301,url
https://search.cesipagano.com/i/newport-beach-foreclosures,https://www.cesipagano.com/listing-report/Newport-Beach-Foreclosures/2996997,301,url
https://search.cesipagano.com/i/newport-beach-homes-1000000-1500000,https://www.cesipagano.com/listing-report/Newport-Beach-Homes-1-000-000-1-500-000/2997001,301,url
https://search.cesipagano.com/i/newport-beach-homes-for-sale,https://www.cesipagano.com/listing-report/Newport-Beach-Homes-for-Sale/2997025,301,url
https://search.cesipagano.com/i/newport-beach-listings-0-500000,https://www.cesipagano.com/listing-report/Newport-Beach-Listings-0-500-000/2997026,301,url
https://search.cesipagano.com/i/newport-beach-listings-1500000-,https://www.cesipagano.com/listing-report/Newport-Beach-Listings-1-500-000/2997028,301,url
https://search.cesipagano.com/i/newport-beach-listings-500000-750000,https://www.cesipagano.com/listing-report/Newport-Beach-Listings-500-000-750-000/2997031,301,url
https://search.cesipagano.com/i/newport-beach-listings-750000-1000000,https://www.cesipagano.com/listing-report/Newport-Beach-Listings-750-000-1-000-000/2997087,301,url
https://search.cesipagano.com/i/orange-county-coming-soon,https://www.cesipagano.com/listing-report/Orange-County-Coming-Soon/2997089,301,url
https://search.cesipagano.com/i/rancho-mission-viejo-coming-soon,https://www.cesipagano.com/listing-report/Rancho-Mission-Viejo-Coming-Soon/2997090,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-active-condos-and-townhomes-for-sale,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Active-Condos-and-Townhomes-for-Sale/2997091,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-foreclosures,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Foreclosures/2997092,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-homes-1000000-1500000,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Homes-1-000-000-1-500-000/2997094,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-homes-for-sale,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Homes-for-Sale/2997096,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-listings-0-500000,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Listings-0-500-000/2997098,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-listings-1500000-,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Listings-1-500-000/2997101,301,url
